Id|ExportNaarOrafin|NaamAflopend sorteren|Alternatieve naam subsidieregister
DVR000000298|True|Financiering zorg via organisaties die zorg en ondersteuning bieden: ODB-units|Financiering zorg via organisaties die zorg en ondersteuning bieden: ODB-units
DVR000000299|True|Financiering zorg via organisaties die zorg en ondersteuning bieden: gespecialiseerde units voor geïnterneerden|Financiering zorg via organisaties die zorg en ondersteuning bieden: gespecialiseerde units voor geïnterneerden
DVR000000300|True|Financiering zorg via organisaties die zorg en ondersteuning bieden: kortverblijf|Financiering zorg via organisaties die zorg en ondersteuning bieden: kortverblijf
DVR000000301|True|Infrastructuursubsidies|Infrastructuursubsidies
DVR000000302|True|Oninvorderbare ten onrechte uitbetaalde tegemoetkomingen|Oninvorderbare ten onrechte uitbetaalde tegemoetkomingen
DVR000000303|True|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: bijstandsorganisaties|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: bijstandsorganisaties
DVR000000304|True|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: CAB - doventolken|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: CAB - doventolken
DVR000000305|True|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: teletolken (Vlaamse infolijn)|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: teletolken (Vlaamse infolijn)
DVR000000306|True|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: mentororganisatie|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: mentororganisatie
DVR000000307|True|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: KATHO - assistentiehonden|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: KATHO - assistentiehonden
DVR000000308|True|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: ROG|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: ROG
DVR000000309|True|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: VGPH|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: VGPH
DVR000000310|True|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: VVI|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: VVI
DVR000000311|True|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: vertrouwenartsencentrum|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: vertrouwenartsencentrum
DVR000000312|True|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: SEN (consulentenwerking)|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: SEN (consulentenwerking)
DVR000000313|True|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: projectsubsidies|Ondersteunende en intermediaire organisaties - aan vzw's tbv gezinnen: projectsubsidies
DVR000000314|True|Aanvullende financieringsvormen - aan vzw's tbv gezinnen: DAC|Aanvullende financieringsvormen - aan vzw's tbv gezinnen: DAC
DVR000000315|True|Ondersteunende en intermediaire organisaties - geldelijke uitkeringen aan gezinnen|Ondersteunende en intermediaire organisaties - geldelijke uitkeringen aan gezinnen
DVR000000316|True|Aanvullende financieringsvormen - geldelijke uitkeringen aan gezinnen|Aanvullende financieringsvormen - geldelijke uitkeringen aan gezinnen
DVR000000317|True|Ondersteunende en intermediaire organisaties - uitkeringen in natura aan gezinnen: REVA (onderhoudstoelagen)|Ondersteunende en intermediaire organisaties - uitkeringen in natura aan gezinnen: REVA (onderhoudstoelagen)
DVR000000318|True|Ondersteunende en intermediaire organisaties - uitkeringen in natura aan gezinnen: vrijetijdsorganisaties|Ondersteunende en intermediaire organisaties - uitkeringen in natura aan gezinnen: vrijetijdsorganisaties
DVR000000319|True|Ondersteunende en intermediaire organisaties - uitkeringen in natura aan gezinnen: DOP|Ondersteunende en intermediaire organisaties - uitkeringen in natura aan gezinnen: DOP
DVR000000320|True|Ondersteunende en intermediaire organisaties - uitkeringen in natura aan gezinnen: COS|Ondersteunende en intermediaire organisaties - uitkeringen in natura aan gezinnen: COS
DVR000000321|True|Aanvullende financieringsvormen - uitkeringen in natura aan gezinnen: maatregelen ikv. de transitie|Aanvullende financieringsvormen - uitkeringen in natura aan gezinnen: maatregelen ikv. de transitie
DVR000000322|True|Aanvullende financieringsvormen - uitkeringen in natura aan gezinnen: gesco's|Aanvullende financieringsvormen - uitkeringen in natura aan gezinnen: gesco's
DVR000000323|True|Aanvullende financieringsvormen - uitkeringen in natura aan gezinnen: interne staatshervorming|Aanvullende financieringsvormen - uitkeringen in natura aan gezinnen: interne staatshervorming
DVR000000326|True|Aanduiding buitenlandse presentatieplek|Aanduiding buitenlandse presentatieplek
DVR000000327|True|Aanduiding buitenlandse residentieplek|Aanduiding buitenlandse residentieplek
DVR000000328|True|Aankopen Topstukken|Aankopen Topstukken
DVR000000329|True|Restauratiesubsidie Topstukkendecreet|Restauratiesubsidie Topstukkendecreet
DVR000000330|True|Aanpassingen samenwerkingsverbanden radio omroepen|Aanpassingen samenwerkingsverbanden radio omroepen
DVR000000331|True|Aanvraag voor een tegemoetkoming in de reis- en verblijfskosten voor internationale initiatieven|Aanvraag voor een tegemoetkoming in de reis- en verblijfskosten voor internationale initiatieven
DVR000000332|True|Ad nominatim subsidies|Ad nominatim subsidies
DVR000000333|True|Andere Amateurkunstendecreet Punctuele tussenkomst in reiskosten|Andere Amateurkunstendecreet Punctuele tussenkomst in reiskosten
DVR000000334|True|Andere Lokaal Cultuurbeleid Bibliotheekwerking Brusselse gemeenten Subsidie bibliotheekportalen|Andere Lokaal Cultuurbeleid Bibliotheekwerking Brusselse gemeenten Subsidie bibliotheekportalen
DVR000000335|True|Andere Reglement internationale initiatieven|Andere Reglement internationale initiatieven
DVR000000336|True|Beurs Circusdecreet Bijscholing en opleiding circuskunstenaars Beurzen internationale bijscholing|Beurs Circusdecreet Bijscholing en opleiding circuskunstenaars Beurzen internationale bijscholing
DVR000000337|True|Beurs Circusdecreet Bijscholing en opleiding circuskunstenaars Deelname aan opleidingen tot docent|Beurs Circusdecreet Bijscholing en opleiding circuskunstenaars Deelname aan opleidingen tot docent
DVR000000338|True|Beurzen voor living human treasures (werktitel)|Beurzen voor living human treasures (werktitel)
DVR000000339|True|Bilateraal werkprogramma Duitstalige Gemeenschap|Bilateraal werkprogramma Duitstalige Gemeenschap
DVR000000340|True|Bilateraal werkprogramma Franse Gemeenschap|Bilateraal werkprogramma Franse Gemeenschap
DVR000000341|True|Bilateraal werkprogramma Hauts-de-France|Bilateraal werkprogramma Hauts-de-France
DVR000000342|True|Bilateraal werkprogramma Québec|Bilateraal werkprogramma Québec
DVR000000343|True|CAO podiumkunsten (verbeteren arbeidsomstandigheden kunstenaars-werknemers)|CAO podiumkunsten (verbeteren arbeidsomstandigheden kunstenaars-werknemers)
DVR000000344|True|Continuering werking provincies - instellingen|Continuering werking provincies - instellingen
DVR000000345|True|Continuering werking provincies - structurele subsidies|Continuering werking provincies - structurele subsidies
DVR000000346|True|Culturele projecten (algemeen afgevaardigden van de VR)|Culturele projecten (algemeen afgevaardigden van de VR)
DVR000000347|True|DAC's Jeugd|DAC's Jeugd
DVR000000348|True|DAC's Kunsten|DAC's Kunsten
DVR000000349|True|Decreet Jeugdverblijfcentra ondersteuningsstructuren vzw Centrum voor jeugdtoerisme|Decreet Jeugdverblijfcentra ondersteuningsstructuren vzw Centrum voor jeugdtoerisme
DVR000000350|True|Decreet Jeugdverblijfcentra ondersteuningsstructuren vzw Vlaamse Jeugdherbergen|Decreet Jeugdverblijfcentra ondersteuningsstructuren vzw Vlaamse Jeugdherbergen
DVR000001349|True|Decreet Vlaamse Gebarentaal erkenning Vlaams Gebarentaalcentrum|Decreet Vlaamse Gebarentaal erkenning Vlaams Gebarentaalcentrum
DVR000001350|True|Decreet Vlaamse Gebarentaal projecten VGT|Decreet Vlaamse Gebarentaal projecten VGT
DVR000001351|True|Dotatie VFL (subsidie voor het geheel van de werking)|Dotatie VFL (subsidie voor het geheel van de werking)
DVR000001352|True|Energielening voor het plaatsen van fotovoltaïsche installaties bij Cultuur en Jeugd|Energielening voor het plaatsen van fotovoltaïsche installaties bij Cultuur en Jeugd
DVR000001353|True|Enveloppe Decreet Jeugdverblijfcentra Jeugdverblijfcentra, Hostels, ondersteuningsstructuren en de vzw ADJ Subsidiëring van ADJ, CJT en VJH|Enveloppe Decreet Jeugdverblijfcentra Jeugdverblijfcentra, Hostels, ondersteuningsstructuren en de vzw ADJ Subsidiëring van ADJ, CJT en VJH
DVR000001354|True|Enveloppe Decreet lokaal Jeugdbeleid Subsidie VGC|Enveloppe Decreet lokaal Jeugdbeleid Subsidie VGC
DVR000001355|True|Enveloppe Decreet lokaal Jeugdbeleid subsidies Randgemeenten|Enveloppe Decreet lokaal Jeugdbeleid subsidies Randgemeenten
DVR000001356|True|Enveloppe Decreet Vernieuwd Vlaams jeugd en kinderrechtenbeleid subsidies cultuur educatieve verenigingen|Enveloppe Decreet Vernieuwd Vlaams jeugd en kinderrechtenbeleid subsidies cultuur educatieve verenigingen
DVR000001357|True|Enveloppe Decreet Vernieuwd Vlaams jeugd en kinderrechtenbeleid Subsidies landelijk georganiseerd jeugdwerk|Enveloppe Decreet Vernieuwd Vlaams jeugd en kinderrechtenbeleid Subsidies landelijk georganiseerd jeugdwerk
DVR000001358|True|Enveloppe Decreet Vernieuwd Vlaams jeugd en kinderrechtenbeleid subsidies verenigingen participatie en informatie|Enveloppe Decreet Vernieuwd Vlaams jeugd en kinderrechtenbeleid subsidies verenigingen participatie en informatie
DVR000001359|True|Enveloppe Decreet Vernieuwd Vlaams jeugd en kinderrechtenbeleid Vlaamse instellingen jeugdbeleid|Enveloppe Decreet Vernieuwd Vlaams jeugd en kinderrechtenbeleid Vlaamse instellingen jeugdbeleid
DVR000001360|True|Erkenning Cultureel-erfgoeddecreet (nieuw CED) Kwaliteitslabel|Erkenning Cultureel-erfgoeddecreet (nieuw CED) Kwaliteitslabel
DVR000001361|True|Erkenning cultuureducatieve verenigingen|Erkenning cultuureducatieve verenigingen
DVR000001362|True|Erkenning Landelijk georganiseerde jeugdverenigingen|Erkenning Landelijk georganiseerde jeugdverenigingen
DVR000001363|True|Erkenning politieke jongerenbewegingen|Erkenning politieke jongerenbewegingen
DVR000001364|True|Erkenning verenigingen informatie en participatie|Erkenning verenigingen informatie en participatie
DVR000001365|True|Eurimages|Eurimages
DVR000001366|True|Experimentele projecten|Experimentele projecten
DVR000001367|True|Expertisecentrum voor Islamitische culturen in Vlaanderen|Expertisecentrum voor Islamitische culturen in Vlaanderen
DVR000001368|True|Facultatieve subsidie Europees Muziekfestival voor de Jeugd|Facultatieve subsidie Europees Muziekfestival voor de Jeugd
DVR000001369|True|Facultatieve subsidie EUYO|Facultatieve subsidie EUYO
DVR000001370|True|FARO|FARO
DVR000001371|True|FoCI investeringssubsidies voor culturele infrastructuur met bovenlokaal belang|FoCI investeringssubsidies voor culturele infrastructuur met bovenlokaal belang
DVR000001372|True|Gemeentelijk cultuurbeleid - Faciliteitengemeenten in de Vlaamse Rand|Gemeentelijk cultuurbeleid - Faciliteitengemeenten in de Vlaamse Rand
DVR000001373|True|Gesco's cultureel erfgoed|Gesco's cultureel erfgoed
DVR000001374|True|Innovatieve partnerprojecten|Innovatieve partnerprojecten
DVR000001375|True|Intergemeentelijke samenwerking Lokaal cultuurbeleid|Intergemeentelijke samenwerking Lokaal cultuurbeleid
DVR000001376|True|internationaal cultuurbeleid (projecten)|internationaal cultuurbeleid (projecten)
DVR000001377|True|Internationale en interregionale jeugdsamenwerking|Internationale en interregionale jeugdsamenwerking
DVR000001378|True|Internationale Jeugdsamenwerking Zuid-Afrika|Internationale Jeugdsamenwerking Zuid-Afrika
DVR000001379|True|Jeugdverenigingen met een bijzondere opdracht|Jeugdverenigingen met een bijzondere opdracht
DVR000001380|True|KD2 spreiding kunstwerken jaardossier|KD2 spreiding kunstwerken jaardossier
DVR000001381|True|Kenniscentrum MediaWijsheid|Kenniscentrum MediaWijsheid
DVR000001382|True|Kunstendecreet : doorbraaktraject kunstenaar|Kunstendecreet : doorbraaktraject kunstenaar
DVR000001383|True|Kunstendecreet : doorbraaktraject kunstenaar - experimentele projectoproep|Kunstendecreet : doorbraaktraject kunstenaar - experimentele projectoproep
DVR000001384|True|Kunstendecreet : doorbraaktraject organisatie|Kunstendecreet : doorbraaktraject organisatie
DVR000001385|True|Kunstendecreet : JAARDOSSIER|Kunstendecreet : JAARDOSSIER
DVR000001386|True|Kunstendecreet : Jaardossier Kunstinstelling|Kunstendecreet : Jaardossier Kunstinstelling
DVR000001387|True|Kunstendecreet : Jaardossier Kunstloket|Kunstendecreet : Jaardossier Kunstloket
DVR000001388|True|Kunstendecreet : Jaardossier Steunpunt|Kunstendecreet : Jaardossier Steunpunt
DVR000001389|True|Kunstendecreet : Jaardossier VAI|Kunstendecreet : Jaardossier VAI
DVR000001390|True|Kunstendecreet : kortlopende beurs|Kunstendecreet : kortlopende beurs
DVR000001391|True|Kunstendecreet : kunstenaarstoelage|Kunstendecreet : kunstenaarstoelage
DVR000001392|True|Kunstendecreet : Kunstendecreetcofinanciering kunstproject|Kunstendecreet : Kunstendecreetcofinanciering kunstproject
DVR000001393|True|Kunstendecreet : meerjarige beurs|Kunstendecreet : meerjarige beurs
DVR000001394|True|Kunstendecreet : partnerproject|Kunstendecreet : partnerproject
DVR000001395|True|Kunstendecreet : projectsubsidie kunstenaar|Kunstendecreet : projectsubsidie kunstenaar
DVR000001396|True|Kunstendecreet : projectsubsidie netwerkevenement|Kunstendecreet : projectsubsidie netwerkevenement
DVR000001397|True|Kunstendecreet : projectsubsidie netwerkorganisatie|Kunstendecreet : projectsubsidie netwerkorganisatie
DVR000001398|True|Kunstendecreet : projectsubsidie organisatie|Kunstendecreet : projectsubsidie organisatie
DVR000001399|True|Kunstendecreet : residentietoelage|Kunstendecreet : residentietoelage
DVR000001400|True|Kunstendecreet : tussenkomst buitenlands publiek presentatiemoment kunstenaar|Kunstendecreet : tussenkomst buitenlands publiek presentatiemoment kunstenaar
DVR000001401|True|Kunstendecreet : tussenkomst buitenlands publiek presentatiemoment organisatie|Kunstendecreet : tussenkomst buitenlands publiek presentatiemoment organisatie
DVR000001402|True|Kunstendecreet : werkingssubsidie Kunstenloket|Kunstendecreet : werkingssubsidie Kunstenloket
DVR000001403|True|Kunstendecreet : werkingssubsidie kunstinstelling|Kunstendecreet : werkingssubsidie kunstinstelling
DVR000001404|True|Kunstendecreet : werkingssubsidie organisatie|Kunstendecreet : werkingssubsidie organisatie
DVR000001405|True|Kunstendecreet : werkingssubsidie spreiding van kunstwerken|Kunstendecreet : werkingssubsidie spreiding van kunstwerken
DVR000001406|True|Kunstendecreet : werkingssubsidie steunpunt|Kunstendecreet : werkingssubsidie steunpunt
DVR000001407|True|Kunstendecreet : werkingssubsidie Vai|Kunstendecreet : werkingssubsidie Vai
DVR000001408|True|Kunstenloket/Cultuurloket|Kunstenloket/Cultuurloket
DVR000001409|True|Lokaal Jeugdbeleid|Lokaal Jeugdbeleid
DVR000001410|True|Media-initiatieven in het binnenland (o.a. oproep innoverende journalistieke projecten)|Media-initiatieven in het binnenland (o.a. oproep innoverende journalistieke projecten)
DVR000001411|True|MMMechelen feest vzw|MMMechelen feest vzw
DVR000001412|True|Nationale commissie voor de rechten van het kind|Nationale commissie voor de rechten van het kind
DVR000001413|True|Nieuwe disciplines (Amateurkunsten)|Nieuwe disciplines (Amateurkunsten)
DVR000001414|True|Nominatum BVN (het beste van Vlaanderen en Nederland)|Nominatum BVN (het beste van Vlaanderen en Nederland)
DVR000001415|True|Nominatum mediaacademie|Nominatum mediaacademie
DVR000001416|True|Nominatum nieuws in de klas|Nominatum nieuws in de klas
DVR000001417|True|Openbare bibliotheek - Faciliteitengemeenten in de Vlaamse Rand|Openbare bibliotheek - Faciliteitengemeenten in de Vlaamse Rand
DVR000001418|True|Opleidingssteun ter bevordering van een divers en kwaliteitsvol aanbod in een duurzaam en pluriform Vlaams Medialandschap|Opleidingssteun ter bevordering van een divers en kwaliteitsvol aanbod in een duurzaam en pluriform Vlaams Medialandschap
DVR000001419|True|Oproepen vernieuwend onderzoek Jeugd - Ad hoc|Oproepen vernieuwend onderzoek Jeugd - Ad hoc
DVR000001420|True|Overgangsmaatregelen transitie provincies 2018-2019|Overgangsmaatregelen transitie provincies 2018-2019
DVR000001421|True|Personeelssubsidie Decreet Jeugdverblijfcentra Jeugdverblijfcentra, Hostels, ondersteuningsstructuren en de vzw ADJ Centra met personeel -en werkingsubsidie|Personeelssubsidie Decreet Jeugdverblijfcentra Jeugdverblijfcentra, Hostels, ondersteuningsstructuren en de vzw ADJ Centra met personeel -en werkingsubsidie
DVR000001422|True|Project- en werkingssubsidie Begrotingsdecreet 0-gereglementeerde subsidies (nominatim/met overeenkomst)|Project- en werkingssubsidie Begrotingsdecreet 0-gereglementeerde subsidies (nominatim/met overeenkomst)
DVR000001423|True|Projectoproep Europees Erfgoedjaar|Projectoproep Europees Erfgoedjaar
DVR000001424|True|Projectoproep ikv de preventie van radicalisering|Projectoproep ikv de preventie van radicalisering
DVR000001425|True|Projectoproep vernieuwende projecten Jeugd|Projectoproep vernieuwende projecten Jeugd
DVR000001426|True|Projectoproepen Jeugd - Ad hoc|Projectoproepen Jeugd - Ad hoc
DVR000001427|True|Projectsubsidie Amateurkunstendecreet Amateurkunstprojecten Binnenland|Projectsubsidie Amateurkunstendecreet Amateurkunstprojecten Binnenland
DVR000001428|True|Projectsubsidie Amateurkunstendecreet Amateurkunstprojecten Buitenland|Projectsubsidie Amateurkunstendecreet Amateurkunstprojecten Buitenland
DVR000001429|True|Projectsubsidie Begrotingsdecreet Ondersteuning innoverende journalistieke projecten|Projectsubsidie Begrotingsdecreet Ondersteuning innoverende journalistieke projecten
DVR000001430|True|Projectsubsidie Begrotingsdecreet Ondersteuning media-iniatieven Ad-hoc subsidies (0-gereglementeerd)|Projectsubsidie Begrotingsdecreet Ondersteuning media-iniatieven Ad-hoc subsidies (0-gereglementeerd)
DVR000001431|True|Projectsubsidie Circusdecreet Creatie van circuskunstproducties|Projectsubsidie Circusdecreet Creatie van circuskunstproducties
DVR000001432|True|Projectsubsidie Circusdecreet Ondersteuning en promotie circuskunsten Promotie van circuskunsten|Projectsubsidie Circusdecreet Ondersteuning en promotie circuskunsten Promotie van circuskunsten
DVR000001433|True|Projectsubsidie Circusdecreet Spreiding van circuskunstproducties Eénjarige festivals|Projectsubsidie Circusdecreet Spreiding van circuskunstproducties Eénjarige festivals
DVR000001434|True|Projectsubsidie Circusdecreet Spreiding van circuskunstproducties Internationale spreiding van Vlaamse circusproductie|Projectsubsidie Circusdecreet Spreiding van circuskunstproducties Internationale spreiding van Vlaamse circusproductie
DVR000001435|True|Projectsubsidie Circusdecreet Spreiding van circuskunstproducties Meerjarige festivals|Projectsubsidie Circusdecreet Spreiding van circuskunstproducties Meerjarige festivals
DVR000001436|True|Projectsubsidie Circusdecreet Spreiding van circuskunstproducties Nomadische tournees in Vlaanderen|Projectsubsidie Circusdecreet Spreiding van circuskunstproducties Nomadische tournees in Vlaanderen
DVR000001437|True|Projectsubsidie Cultureel-erfgoeddecreet (nieuw CED) internationale tussenkomsten|Projectsubsidie Cultureel-erfgoeddecreet (nieuw CED) internationale tussenkomsten
DVR000001438|True|Projectsubsidie Cultureel-erfgoeddecreet (nieuw CED) projecten|Projectsubsidie Cultureel-erfgoeddecreet (nieuw CED) projecten
DVR000001439|True|Projectsubsidie Decreet Vernieuwd Vlaams jeugd en kinderrechtenbeleid projecten verenigingen|Projectsubsidie Decreet Vernieuwd Vlaams jeugd en kinderrechtenbeleid projecten verenigingen
DVR000001440|True|Projectsubsidie Decreet Vlaamse Gebarentaal Projecten Vlaamse Gebarentaal|Projectsubsidie Decreet Vlaamse Gebarentaal Projecten Vlaamse Gebarentaal
DVR000001441|True|Projectsubsidie erkende verenigingen Jeugd|Projectsubsidie erkende verenigingen Jeugd
DVR000001442|True|Projectsubsidie Experimentele projecten Jeugd|Projectsubsidie Experimentele projecten Jeugd
DVR000001443|True|Projectsubsidie Participatiedecreet Aanbod kansengroepen gemeenschapscentra|Projectsubsidie Participatiedecreet Aanbod kansengroepen gemeenschapscentra
DVR000001444|True|Projectsubsidie Participatiedecreet Projecten Lotto-middelen (incl. algemeen cultureel belang)|Projectsubsidie Participatiedecreet Projecten Lotto-middelen (incl. algemeen cultureel belang)
DVR000001445|True|Projectsubsidie Participatiedecreet Projecten ter bevordering van de participatie van kansengroepen in cultuur, jeugdwerk of sport|Projectsubsidie Participatiedecreet Projecten ter bevordering van de participatie van kansengroepen in cultuur, jeugdwerk of sport
DVR000001446|True|Projectsubsidie Reglement waarderen collecties projecten collectiewaardering|Projectsubsidie Reglement waarderen collecties projecten collectiewaardering
DVR000001447|True|Subsidies ad nominatim aan infrastructuurprojecten|Subsidies ad nominatim aan infrastructuurprojecten
DVR000001448|True|Projectsubsidie voor internationale cultureel erfgoedprojecten|Projectsubsidie voor internationale cultureel erfgoedprojecten
DVR000001449|True|Projectsubsidie voor ontwikkelingsgerichte cultureel erfgoedprojecten|Projectsubsidie voor ontwikkelingsgerichte cultureel erfgoedprojecten
DVR000001450|True|Projectsubsidie - Begrotingsdecreet Ondernemingsrugzakjes|Projectsubsidie - Begrotingsdecreet Ondernemingsrugzakjes
DVR000001451|True|Projectsubsidies aan sociaal-culturele volwassenenorganisaties|Projectsubsidies aan sociaal-culturele volwassenenorganisaties
DVR000001452|True|Projectsubsidies ondernemerschap en artistieke expressie jeugdhuizen|Projectsubsidies ondernemerschap en artistieke expressie jeugdhuizen
DVR000001453|True|Projectsubsidies pilootprojecten waarderen van cultureel erfgoed|Projectsubsidies pilootprojecten waarderen van cultureel erfgoed
DVR000001454|True|Projectsubsidies voor bovenlokale cultuurprojecten|Projectsubsidies voor bovenlokale cultuurprojecten
DVR000001455|True|Projectsubsidies voor cultureelerfgoedwerking op landelijk en internationaal niveau|Projectsubsidies voor cultureelerfgoedwerking op landelijk en internationaal niveau
DVR000001456|True|Projectsubsidies voor internationale cultureel erfgoedprojecten die cofinanciering vereisen|Projectsubsidies voor internationale cultureel erfgoedprojecten die cofinanciering vereisen
DVR000001457|True|Projectsubsidies voor internationale projecten die cofinanciering vereisen|Projectsubsidies voor internationale projecten die cofinanciering vereisen
DVR000001458|True|Reglement Immateriaal Cultureel Erfgoed|Reglement Immateriaal Cultureel Erfgoed
DVR000001459|True|Spreiding van kunstwerken|Spreiding van kunstwerken
DVR000001460|True|Subsidie Participatiedecreet - Eénjarige projecten - Cultuur, jeugd, sport|Subsidie Participatiedecreet - Eénjarige projecten - Cultuur, jeugd, sport
DVR000001461|True|Subsidie Participatiedecreet - Meerjarige projecten - Cultuur, jeugd, sport|Subsidie Participatiedecreet - Meerjarige projecten - Cultuur, jeugd, sport
DVR000001462|True|Subsidiëring cultuureducatieve verenigingen|Subsidiëring cultuureducatieve verenigingen
DVR000001463|True|Subsidiëring Ijzertorenmemoriaal (Diksmuide)|Subsidiëring Ijzertorenmemoriaal (Diksmuide)
DVR000001464|True|Subsidiëring Landelijk georganiseerde jeugdverenigingen|Subsidiëring Landelijk georganiseerde jeugdverenigingen
DVR000001465|True|Subsidiëring verenigingen informatie en participatieJeugd|Subsidiëring verenigingen informatie en participatieJeugd
DVR000001466|True|Subsidies aan sociaal-culturele volwassenenorganisaties met een werking binnen specifieke regio’s|Subsidies aan sociaal-culturele volwassenenorganisaties met een werking binnen specifieke regio’s
DVR000001467|True|Subsidies brusselse podia (soort subsidie is afhankelijk van het podium)|Subsidies brusselse podia (soort subsidie is afhankelijk van het podium)
DVR000001468|True|Subsidies projecten mediawijsheid|Subsidies projecten mediawijsheid
DVR000001469|True|Subsidies regionale omroepen|Subsidies regionale omroepen
DVR000001470|True|Subsidies voor geprofessionaliseerde jeugdhuizen|Subsidies voor geprofessionaliseerde jeugdhuizen
DVR000001471|True|Subsidies voor geprofessionaliseerde werkingen met kinderen en jongeren met een handicap|Subsidies voor geprofessionaliseerde werkingen met kinderen en jongeren met een handicap
DVR000001472|True|Subsidies voor intergemeentelijke samenwerking voor bovenlokaal jeugdwerk|Subsidies voor intergemeentelijke samenwerking voor bovenlokaal jeugdwerk
DVR000001473|True|Subsidies voor jeugdwerk met maatschappelijk kwetsbare kinderen en jongeren|Subsidies voor jeugdwerk met maatschappelijk kwetsbare kinderen en jongeren
DVR000001474|True|Subsidies voor niet periodieke publicaties (Cultureel erfgoed) (projectsubsidie)|Subsidies voor niet periodieke publicaties (Cultureel erfgoed) (projectsubsidie)
DVR000001475|True|Subsidies voor sociaal-culturele volwassenenorganisaties met een werking in het Nederlandse taalgebied en het tweetalige gebied Brussel-Hoofdstad|Subsidies voor sociaal-culturele volwassenenorganisaties met een werking in het Nederlandse taalgebied en het tweetalige gebied Brussel-Hoofdstad
DVR000001476|True|Subsidies voor sociaal-culturele volwassenenorganisaties met een werking in het Nederlandse taalgebied.|Subsidies voor sociaal-culturele volwassenenorganisaties met een werking in het Nederlandse taalgebied.
DVR000001477|True|Subsidies voor vrijwilligerswerking met kinderen en jongeren met een handicap|Subsidies voor vrijwilligerswerking met kinderen en jongeren met een handicap
DVR000001478|True|Taalstimulering jeugdwerk|Taalstimulering jeugdwerk
DVR000001479|True|TaxShelter Podiumkunsten|TaxShelter Podiumkunsten
DVR000001480|True|TaxShelter Podiumkunsten - tweede Certificaat|TaxShelter Podiumkunsten - tweede Certificaat
DVR000001481|True|Tewerkstelling DAC cultureel erfgoed|Tewerkstelling DAC cultureel erfgoed
DVR000001482|True|Tewerkstelling DAC Lokaal cultuurbeleid|Tewerkstelling DAC Lokaal cultuurbeleid
DVR000001483|True|Tewerkstelling DAC Lokaal en Vlaams jeugdbeleid|Tewerkstelling DAC Lokaal en Vlaams jeugdbeleid
DVR000001484|True|Tewerkstelling DAC Normalisering SCW|Tewerkstelling DAC Normalisering SCW
DVR000001485|True|Tewerkstelling DAC Sociaal-cultureel volwassenenwerk|Tewerkstelling DAC Sociaal-cultureel volwassenenwerk
DVR000001486|True|Tewerkstelling Decreet Vlaams Intersectorale Akkoorden Kunsten|Tewerkstelling Decreet Vlaams Intersectorale Akkoorden Kunsten
DVR000001487|True|Tewerkstelling Decreet Vlaams Intersectorale Akkoorden Sociaal-cultureel werk|Tewerkstelling Decreet Vlaams Intersectorale Akkoorden Sociaal-cultureel werk
DVR000001488|True|Tewerkstelling en werking DAC jeugdhuizen subsidiëren jeugdhuizen voor de uitvoering van een bovenlokaal project|Tewerkstelling en werking DAC jeugdhuizen subsidiëren jeugdhuizen voor de uitvoering van een bovenlokaal project
DVR000001489|True|Tewerkstelling Gesco-regularisatie Decretaal gesubsidieerde organisaties|Tewerkstelling Gesco-regularisatie Decretaal gesubsidieerde organisaties
DVR000001490|True|Tewerkstelling Gesco-regularisatie Los gesubsidieerde organisaties|Tewerkstelling Gesco-regularisatie Los gesubsidieerde organisaties
DVR000001491|True|Transitiereglement voor de subsidiëring van culturele projecten met een regionale uitstraling 2018-2019|Transitiereglement voor de subsidiëring van culturele projecten met een regionale uitstraling 2018-2019
DVR000001492|True|Tussenkomsten voor internationale reis en verblijfskosten van cultureel erfgoedorganisaties = Subsidies competentieontwikkeling in een internationaal CE perspectief (reglement)|Tussenkomsten voor internationale reis en verblijfskosten van cultureel erfgoedorganisaties = Subsidies competentieontwikkeling in een internationaal CE perspectief (reglement)
DVR000001493|True|Tussenkomsten voor internationale uitwisseling nieuwe CE - decreet|Tussenkomsten voor internationale uitwisseling nieuwe CE - decreet
