Id|ExportNaarOrafin|NaamAflopend sorteren|ipdc-ID-link|Alternatieve naam ipdc (=titel)
DVR000002384|False|Vermindering van de onroerende voorheffing voor kinderbijslaggerechtigde kinderen|630|Vermindering van de onroerende voorheffing voor kinderbijslaggerechtigde kinderen
DVR000002385|False|Vermindering van de onroerende voorheffing voor bescheiden woning|631|Vermindering van de onroerende voorheffing voor bescheiden woning
DVR000002386|False|Subsidie voor stages bij internationale organisaties|633|Subsidie voor stages bij internationale organisaties
DVR000002387|False|Subsidie voor experimenteel jeugdwerk|637|Subsidie voor experimenteel jeugdwerk
DVR000002388|False|Kampeertenten lenen|638|Kampeertenten lenen
DVR000002389|False|Subsidies voor internationaal ondernemen|639|Subsidies voor internationaal ondernemen
DVR000002390|False|Exportmeter|640|Exportmeter
DVR000002391|False|Leerlingenkaart|642|Leerlingenkaart
DVR000002392|False|Subsidies voor de bouw en renovatie van scholen|643|Subsidies voor de bouw en renovatie van scholen
DVR000002393|False|Een vrijstelling aanvragen in het hoger onderwijs of toegang krijgen tot het hoger onderwijs via eerdere studies of werkervaring|644|Een vrijstelling aanvragen in het hoger onderwijs of toegang krijgen tot het hoger onderwijs via eerdere studies of werkervaring
DVR000002394|False|Sloopinventaris afvalstoffen|645|Sloopinventaris afvalstoffen
DVR000002395|False|Aansluiten bij de Vlaamse Sociale Bescherming|649|Aansluiten bij de Vlaamse Sociale Bescherming
DVR000002396|False|Minimale levering van elektriciteit en aardgas voor wie een budgetmeter heeft|650|Minimale levering van elektriciteit en aardgas voor wie een budgetmeter heeft
DVR000002397|False|Verplicht onderhoud van uw cv-installatie (centrale verwarming)|651|Verplicht onderhoud van uw cv-installatie (centrale verwarming)
DVR000002398|False|EPC Bouw|652|EPC Bouw
DVR000002399|False|Medaille voor sociaal-culturele inzet|653|Medaille voor sociaal-culturele inzet
DVR000002400|False|Controle en onderhoud van de stookolietank van een woning|654|Controle en onderhoud van de stookolietank van een woning
DVR000002401|False|Proportionele vermindering van de onroerende voorheffing|658|Proportionele vermindering van de onroerende voorheffing
DVR000002402|False|Verkooprechten (Registratiebelastingen)|659|Verkooprechten (Registratiebelastingen)
DVR000002403|False|Schenkbelasting (Registratiebelasting)|660|Schenkbelasting (Registratiebelasting)
DVR000002404|False|Erfbelasting|661|Erfbelasting
DVR000002405|False|Vrijstelling van erfbelasting op de gezinswoning voor de langstlevende partner|662|Vrijstelling van erfbelasting op de gezinswoning voor de langstlevende partner
DVR000002406|False|Recht op hypotheekvestiging (Registratiebelastingen)|663|Recht op hypotheekvestiging (Registratiebelastingen)
DVR000002407|False|Verdeelrechten (Registratiebelastingen)|664|Verdeelrechten (Registratiebelastingen)
DVR000002408|False|Aankoop van een sociale woning of bouwgrond bij een sociale huisvestingsmaatschappij (SHM)|665|Aankoop van een sociale woning of bouwgrond bij een sociale huisvestingsmaatschappij (SHM)
DVR000002409|False|Vermindering van de verkooprechten voor een bescheiden woning (Klein beschrijf)|666|Vermindering van de verkooprechten voor een bescheiden woning (Klein beschrijf)
DVR000002410|False|Meeneembaarheid van verkooprechten|667|Meeneembaarheid van verkooprechten
DVR000002411|False|Vermindering van de verkooprechten voor een enige woning (Abattement)|668|Vermindering van de verkooprechten voor een enige woning (Abattement)
DVR000002412|False|Vermindering van de verkooprechten bij een hypothecaire lening voor een enige woning (Bijabattement)|669|Vermindering van de verkooprechten bij een hypothecaire lening voor een enige woning (Bijabattement)
DVR000002413|False|Vermindering van de verkooprechten bij renovatie van een verwaarloosd of leegstaand pand (Renovatie-abattement)|670|Vermindering van de verkooprechten bij renovatie van een verwaarloosd of leegstaand pand (Renovatie-abattement)
DVR000002414|False|Huisonderwijs voor leerplichtige kinderen|671|Huisonderwijs voor leerplichtige kinderen
DVR000002415|False|Tegemoetkoming in reis- en verblijfkosten voor internationale samenwerking rond volksontwikkeling en lokaal cultuurbeleid|673|Tegemoetkoming in reis- en verblijfkosten voor internationale samenwerking rond volksontwikkeling en lokaal cultuurbeleid
DVR000002416|False|Vakantieaanbod met korting voor mensen die het financieel moeilijk hebben|674|Vakantieaanbod met korting voor mensen die het financieel moeilijk hebben
DVR000002417|False|Toelatingsexamens arts en tandarts|677|Toelatingsexamens arts en tandarts
DVR000002418|False|Tijdelijk Onderwijs Aan Huis (TOAH) voor zieke leerlingen|678|Tijdelijk Onderwijs Aan Huis (TOAH) voor zieke leerlingen
DVR000002419|False|Een getuigschrift basisonderwijs behalen via de Examencommissie basisonderwijs|679|Een getuigschrift basisonderwijs behalen via de Examencommissie basisonderwijs
DVR000002420|False|Een diploma of getuigschrift secundair onderwijs behalen via de Examencommissie secundair onderwijs|680|Een diploma of getuigschrift secundair onderwijs behalen via de Examencommissie secundair onderwijs
DVR000002421|False|Leerlingenvervoer in het buitengewoon onderwijs|681|Leerlingenvervoer in het buitengewoon onderwijs
DVR000002422|False|Vermindering van de onroerende voorheffing voor personen met een handicap|682|Vermindering van de onroerende voorheffing voor personen met een handicap
DVR000002423|False|Geïntegreerd onderwijs: GON-begeleiding in het onderwijs|683|Geïntegreerd onderwijs: GON-begeleiding in het onderwijs
DVR000002424|False|Groenestroomcertificaten voor zonnepanelen|684|Groenestroomcertificaten voor zonnepanelen
DVR000002425|False|Studietoelage voor het hoger onderwijs|685|Studietoelage voor het hoger onderwijs
DVR000002426|False|Schooltoelage voor het basisonderwijs en het secundair onderwijs|686|Schooltoelage voor het basisonderwijs en het secundair onderwijs
DVR000002427|False|Verhoogde investeringsaftrek voor energiebesparende investeringen door bedrijven|687|Verhoogde investeringsaftrek voor energiebesparende investeringen door bedrijven
DVR000002428|False|Vermindering van de onroerende voorheffing voor huurders|688|Vermindering van de onroerende voorheffing voor huurders
DVR000002429|False|Attest voor de erkenning van een Vlaams diploma of getuigschrift in het buitenland|689|Attest voor de erkenning van een Vlaams diploma of getuigschrift in het buitenland
DVR000002430|False|Premie van de netbeheerder voor een zonneboiler|690|Premie van de netbeheerder voor een zonneboiler
DVR000002431|False|Vermindering van de onroerende voorheffing voor een energiezuinig nieuw gebouw|691|Vermindering van de onroerende voorheffing voor een energiezuinig nieuw gebouw
DVR000002432|False|Leerkrediet voor studenten hoger onderwijs|693|Leerkrediet voor studenten hoger onderwijs
DVR000002433|False|Diploma hoger onderwijs behalen via een diplomacontract|694|Diploma hoger onderwijs behalen via een diplomacontract
DVR000002434|False|Credits hoger onderwijs behalen via een creditcontract|695|Credits hoger onderwijs behalen via een creditcontract
DVR000002435|False|Diploma hoger onderwijs behalen via een examencontract|696|Diploma hoger onderwijs behalen via een examencontract
DVR000002436|False|Opgraving van een stoffelijk overschot of urne|698|Opgraving van een stoffelijk overschot of urne
DVR000002437|False|Verplichte keuring van een nieuwe of gewijzigde cv-installatie|701|Verplichte keuring van een nieuwe of gewijzigde cv-installatie
DVR000002438|False|EPC bij verkoop of verhuur van een woning|702|EPC bij verkoop of verhuur van een woning
DVR000002439|False|Erkenning van scholen en andere onderwijsinstellingen|703|Erkenning van scholen en andere onderwijsinstellingen
DVR000002440|False|Vlaamse Woonlening of de sociale lening bij de VMSW|705|Vlaamse Woonlening of de sociale lening bij de VMSW
DVR000002441|False|Bevolkingsonderzoek Borstkanker|706|Bevolkingsonderzoek Borstkanker
DVR000002442|False|Melden van gebreken aan wegen, fietspaden, wegverlichting, ... in Vlaanderen|710|Melden van gebreken aan wegen, fietspaden, wegverlichting, ... in Vlaanderen
DVR000002443|False|Doorlichtingsverslag van een school of een centrum voor leerlingenbegeleiding|716|Doorlichtingsverslag van een school of een centrum voor leerlingenbegeleiding
DVR000002444|False|Vergunning tot het rijden in een voetgangerszone|719|Vergunning tot het rijden in een voetgangerszone
DVR000002445|False|Subsidie voor het organiseren van een jeugdfuif|720|Subsidie voor het organiseren van een jeugdfuif
DVR000002446|False|Poetshulp|721|Poetshulp
DVR000002447|False|Inkomensvervangende tegemoetkoming voor personen met een handicap|726|Inkomensvervangende tegemoetkoming voor personen met een handicap
DVR000002448|False|Veranderen van familienaam|727|Veranderen van familienaam
DVR000002449|False|Rustpensioen|728|Rustpensioen
DVR000002450|False|Raming van uw toekomstige pensioenrechten|729|Raming van uw toekomstige pensioenrechten
DVR000002451|False|Voorlopig rijbewijs|730|Voorlopig rijbewijs
DVR000002452|False|Stemmen bij verkiezingen|731|Stemmen bij verkiezingen
DVR000002453|False|Visum en verblijfsdocumenten om in België te verblijven|732|Visum en verblijfsdocumenten om in België te verblijven
DVR000002454|False|Brandveiligheidsattest voor horeca-uitbaters|733|Brandveiligheidsattest voor horeca-uitbaters
DVR000002455|False|Vergunning voor het verstrekken van gegiste en/of sterke dranken|734|Vergunning voor het verstrekken van gegiste en/of sterke dranken
DVR000002456|False|Elektronische vreemdelingenkaart|735|Elektronische vreemdelingenkaart
DVR000002457|False|Exploitatievergunning voor de horeca|736|Exploitatievergunning voor de horeca
DVR000002458|False|Hygiëneattest|739|Hygiëneattest
DVR000002459|False|Identiteitsbewijs voor een niet-Belgisch kind|740|Identiteitsbewijs voor een niet-Belgisch kind
DVR000002460|False|Moraliteitsattest|741|Moraliteitsattest
DVR000002461|False|Overlijdensaangifte van een doodgeboren kind|743|Overlijdensaangifte van een doodgeboren kind
DVR000002462|False|Buitenlandse overlijdensakte erkennen en overschrijven in België|744|Buitenlandse overlijdensakte erkennen en overschrijven in België
DVR000002463|False|Registratie poliovaccinatie|746|Registratie poliovaccinatie
DVR000002464|False|Reistoelating voor minderjarigen|747|Reistoelating voor minderjarigen
DVR000002465|False|Registratie van de slachting van een dier|748|Registratie van de slachting van een dier
DVR000002466|False|Sociaal tarief voor elektriciteit en aardgas (sociale maximumprijzen)|749|Sociaal tarief voor elektriciteit en aardgas (sociale maximumprijzen)
DVR000002467|False|Sociaal telefoontarief|750|Sociaal telefoontarief
DVR000002468|False|Omgevingsvergunning voor kleinhandelsactiviteiten|751|Omgevingsvergunning voor kleinhandelsactiviteiten
DVR000002469|False|Attest van de interventie van de brandweer|754|Attest van de interventie van de brandweer
DVR000002470|False|Toelating voor het organiseren van manifestaties ter bevordering van de plaatselijke handel/braderieën|755|Toelating voor het organiseren van manifestaties ter bevordering van de plaatselijke handel/braderieën
DVR000002471| |Wettiging handtekening|756|Wettiging handtekening
DVR000002472|False|Nachtvergunning voor de horeca|757|Nachtvergunning voor de horeca
DVR000002473|False|Instapstage - VDAB|758|Instapstage - VDAB
DVR000002474|False|Gemeentelijke werkingssubsidie voor erkende jeugdverenigingen|760|Gemeentelijke werkingssubsidie voor erkende jeugdverenigingen
DVR000002475|False|Gebruiken van een tentoonstellingsruimte|761|Gebruiken van een tentoonstellingsruimte
DVR000002476|False|Gemeentelijke premie voor een startende ondernemer|762|Gemeentelijke premie voor een startende ondernemer
DVR000002477|False|Werkingssubsidie voor sportverenigingen|763|Werkingssubsidie voor sportverenigingen
DVR000002478|False|Subsidie voor een startende jeugdvereniging|764|Subsidie voor een startende jeugdvereniging
DVR000002479|False|Subsidie voor de vorming van trainers of begeleiders|765|Subsidie voor de vorming van trainers of begeleiders
DVR000002480|False|Subsidie voor het onvruchtbaar maken van een huiskat|766|Subsidie voor het onvruchtbaar maken van een huiskat
DVR000002481|False|Tegemoetkoming in de gemeentelijke opcentiemen|767|Tegemoetkoming in de gemeentelijke opcentiemen
DVR000002482|False|Vergunning voor het plaatsen van een tijdelijk terras|768|Vergunning voor het plaatsen van een tijdelijk terras
DVR000002483|False|Klusjesdienst|769|Klusjesdienst
DVR000002484|False|Personenalarmsysteem|770|Personenalarmsysteem
DVR000002485|False|Toelating voor het uitdelen van flyers op markten, evenementen en openbare plaatsen|772|Toelating voor het uitdelen van flyers op markten, evenementen en openbare plaatsen
DVR000002486|False|Toelating voor het uitdelen van productstalen op markten, evenementen of op openbare plaatsen|773|Toelating voor het uitdelen van productstalen op markten, evenementen of op openbare plaatsen
DVR000002487|False|Vergunning voor een circusstandplaats|774|Vergunning voor een circusstandplaats
DVR000002488|False|Vergunning voor straatanimatie en straatmuzikanten|775|Vergunning voor straatanimatie en straatmuzikanten
DVR000002489|False|Vergunning om koopwaar en voorwerpen uit te stallen op openbaar domein|776|Vergunning om koopwaar en voorwerpen uit te stallen op openbaar domein
DVR000002490|False|Laatste wilsbeschikking|777|Laatste wilsbeschikking
DVR000002491|False|Attest van hoofdverblijfplaats (bewijs van woonst)|778|Attest van hoofdverblijfplaats (bewijs van woonst)
DVR000002492|False|Attest van leven|779|Attest van leven
DVR000002493|False|Attest van Belgische nationaliteit|780|Attest van Belgische nationaliteit
DVR000002494|False|Attest van gezinssamenstelling|781|Attest van gezinssamenstelling
DVR000002495|False|Akte van overlijden|782|Akte van overlijden
DVR000002496|False|Akte van geboorte|783|Akte van geboorte
DVR000002497|False|Akte van huwelijk|784|Akte van huwelijk
DVR000002498|False|Akte van echtscheiding|785|Akte van echtscheiding
DVR000002499|False|Crisisopvang voor zorgbehoevende ouderen|787|Crisisopvang voor zorgbehoevende ouderen
DVR000002500|False|Dagopvang voor ouderen|788|Dagopvang voor ouderen
DVR000002501|False|Gemeentelijke geboortepremie|789|Gemeentelijke geboortepremie
DVR000002502|False|Medisch-sociale toelage voor volwassenen met een handicap|790|Medisch-sociale toelage voor volwassenen met een handicap
DVR000002503|False|Flats voor personen met een handicap|791|Flats voor personen met een handicap
DVR000002504|False|Tussenkomst voor Nederlandse taallessen|792|Tussenkomst voor Nederlandse taallessen
DVR000002505|False|Oppas en gezelschap voor thuiswonende ouderen|793|Oppas en gezelschap voor thuiswonende ouderen
DVR000002506|False|Gemeentelijke premie voor palliatieve thuiszorg|794|Gemeentelijke premie voor palliatieve thuiszorg
DVR000002507|False|Vakantietoelage voor personen met een handicap|795|Vakantietoelage voor personen met een handicap
DVR000002508|False|Seniorenwoningen|796|Seniorenwoningen
DVR000002509|False|Serviceflat en assistentiewoning|797|Serviceflat en assistentiewoning
DVR000002510|False|Sociaal restaurant|798|Sociaal restaurant
DVR000002511|False|Sociale correctie op het gedifferentieerd tarief voor afvalverwerking|799|Sociale correctie op het gedifferentieerd tarief voor afvalverwerking
DVR000002512|False|Sociale premie water en elektriciteit voor personen met een laag inkomen|800|Sociale premie water en elektriciteit voor personen met een laag inkomen
DVR000002513|False|Sociale premie water, gas en elektriciteit voor gezinnen|801|Sociale premie water, gas en elektriciteit voor gezinnen
DVR000002514|False|Thuiszorg - Haarverzorging|802|Thuiszorg - Haarverzorging
DVR000002515|False|Tussenkomst in het leefgeld|803|Tussenkomst in het leefgeld
DVR000002516|False|Tussenkomst in de kosten voor het vaccin tegen baarmoederhalskanker|804|Tussenkomst in de kosten voor het vaccin tegen baarmoederhalskanker
DVR000002517|False|Woonbegeleiding|805|Woonbegeleiding
DVR000002518|False|Inhaalpremie voor langdurige arbeidsongeschiktheid|807|Inhaalpremie voor langdurige arbeidsongeschiktheid
DVR000002519|False|Tegemoetkoming voor hulp van derden bij arbeidsongeschiktheid|808|Tegemoetkoming voor hulp van derden bij arbeidsongeschiktheid
DVR000002520|False|Ziekte- en invaliditeitsuitkering|809|Ziekte- en invaliditeitsuitkering
DVR000002521|False|Arbeidsongevallenverzekering|810|Arbeidsongevallenverzekering
DVR000002522|False|Verlaagd btw-tarief voor personen met een handicap voor de aankoop van een wagen|811|Verlaagd btw-tarief voor personen met een handicap voor de aankoop van een wagen
DVR000002523|False|Basisbankdienst|812|Basisbankdienst
DVR000002524|False|Belastingkrediet voor kinderen ten laste|814|Belastingkrediet voor kinderen ten laste
DVR000002525|False|Belastingvrije som bij opvang van een ouder familielid|815|Belastingvrije som bij opvang van een ouder familielid
DVR000002526|False|Belastingvermindering voor dakisolatie|816|Belastingvermindering voor dakisolatie
DVR000002527|False|Bemiddeling|817|Bemiddeling
DVR000002528|False|Beroepsziekten|818|Beroepsziekten
DVR000002529|False|Bijzonder Solidariteitsfonds voor uitzonderlijke gezondheidskosten|819|Bijzonder Solidariteitsfonds voor uitzonderlijke gezondheidskosten
DVR000002530|False|Blindenstok|820|Blindenstok
DVR000002531|False|Tegemoetkoming chronische wonden|821|Tegemoetkoming chronische wonden
DVR000002532|False|Dringende medische hulp voor mensen zonder wettig verblijf|823|Dringende medische hulp voor mensen zonder wettig verblijf
DVR000002533|False|Equivalent leefloon|827|Equivalent leefloon
DVR000002534|False|Belastingvermindering voor de kosten voor kinderopvang|828|Belastingvermindering voor de kosten voor kinderopvang
DVR000002535|False|Kraamgeld (geboortepremie)|829|Kraamgeld (geboortepremie)
DVR000002536|False|Globaal medisch dossier|831|Globaal medisch dossier
DVR000002537|False|Incontinentieforfait|832|"Incontinentieforfait	"
DVR000002538|False|Installatiepremie voor dak- en thuislozen|834|Installatiepremie voor dak- en thuislozen
DVR000002539|False|Integratietegemoetkoming voor personen met een handicap|835|Integratietegemoetkoming voor personen met een handicap
DVR000002540|False|Jobkorting federale overheid|836|Jobkorting federale overheid
DVR000002541|False|Juridische tweedelijnsbijstand (Pro-Deoadvocaat)|837|Juridische tweedelijnsbijstand (Pro-Deoadvocaat)
DVR000002542|False|Tegemoetkoming in de reiskosten van kankerpatiënten|838|Tegemoetkoming in de reiskosten van kankerpatiënten
DVR000002543|False|Kinderbijslag van 18 tot 25 jaar|839|Kinderbijslag van 18 tot 25 jaar
DVR000002544|False|Gewaarborgd kraamgeld|840|Gewaarborgd kraamgeld
DVR000002545|False|Gewaarborgde gezinsbijslag|841|Gewaarborgde gezinsbijslag
DVR000002546|False|Leeftijdsbijslag bij de kinderbijslag|842|Leeftijdsbijslag bij de kinderbijslag
DVR000002547|False|Jaarlijkse bijslag bij het kindergeld (schoolpremie)|843|Jaarlijkse bijslag bij het kindergeld (schoolpremie)
DVR000002548|False|Toeslag bij de kinderbijslag voor langdurig werklozen en gepensioneerden|844|Toeslag bij de kinderbijslag voor langdurig werklozen en gepensioneerden
DVR000002549|False|Wezenbijslag|847|Wezenbijslag
DVR000002550|False|Verlengde kinderbijslag|848|"Verlengde kinderbijslag	"
DVR000002551|False|Vrijstelling voor studies in het kader van knelpuntberoepen|849|Vrijstelling voor studies in het kader van knelpuntberoepen
DVR000002552|False|Inkomstenvrijstelling voor leefloners|851|Inkomstenvrijstelling voor leefloners
DVR000002553|False|Lokaal Opvang Initiatief (LOI) voor asielzoekers|852|Lokaal Opvang Initiatief (LOI) voor asielzoekers
DVR000002554|False|Verlof voor medische bijstand|853|Verlof voor medische bijstand
DVR000002555|False|Maximumfactuur voor medische kosten|854|Maximumfactuur voor medische kosten
DVR000002556|False|Melden van discriminatie|855|Melden van discriminatie
DVR000002557|False|Mobiliteitstoeslag voor wie het werk hervat in loondienst|856|Mobiliteitstoeslag voor wie het werk hervat in loondienst
DVR000002558|False|Negatieve wilsverklaring|857|Negatieve wilsverklaring
DVR000002559|False|Hulp bij het betalen van onderhoudsgeld of alimentatie|859|Hulp bij het betalen van onderhoudsgeld of alimentatie
DVR000002560|False|Voorschot op de alimentatievordering|860|Voorschot op de alimentatievordering
DVR000002561|False|Regeling begrafeniskosten bij onvoldoende middelen|861|Regeling begrafeniskosten bij onvoldoende middelen
DVR000002562|False|Palliatief forfait - Toelage voor thuisverzorging|862|Palliatief forfait - Toelage voor thuisverzorging
DVR000002563|False|Palliatief verlof|863|Palliatief verlof
DVR000002564|False|Toeslag belastingvrije som bij personenbelasting|868|Toeslag belastingvrije som bij personenbelasting
DVR000002565|False|Tegemoetkoming voor pijnstillers voor chronisch zieken|869|"Tegemoetkoming voor pijnstillers voor chronisch zieken 	"
DVR000002566|False|Referentieadres|872|Referentieadres
DVR000002567|False|Tussenkomst voor socio-culturele en sportieve participatie voor mensen in armoede|877|Tussenkomst voor socio-culturele en sportieve participatie voor mensen in armoede
DVR000002568|False|Gratis tandverzorging tot 18 jaar|879|Gratis tandverzorging tot 18 jaar
DVR000002569|False|Kortingskaart NMBS voor grote gezinnen|880|Kortingskaart NMBS voor grote gezinnen
DVR000002570|False|Kortingskaart NMBS 'Verhoogde tegemoetkoming'|881|Kortingskaart NMBS 'Verhoogde tegemoetkoming'
DVR000002571|False|Verminderingskaart NMBS voor personen met een visuele handicap|882|Verminderingskaart NMBS voor personen met een visuele handicap
DVR000002572|False|Seniorenbiljet NMBS vanaf 65 jaar|883|Seniorenbiljet NMBS vanaf 65 jaar
DVR000002573|False|Voorrangskaart NMBS voor een zitplaats op de trein|884|Voorrangskaart NMBS voor een zitplaats op de trein
DVR000002574|False|Verhoogde tegemoetkoming voor gezondheidszorgen|885|Verhoogde tegemoetkoming voor gezondheidszorgen
DVR000002575|False|Verwarmingstoelage via het Sociaal Verwarmingsfonds|886|Verwarmingstoelage via het Sociaal Verwarmingsfonds
DVR000002576|False|Vrijstelling van draagplicht van de veiligheidsgordel|887|Vrijstelling van draagplicht van de veiligheidsgordel
DVR000002577|False|Onkostenvergoeding voor vrijwilligerswerk|888|Onkostenvergoeding voor vrijwilligerswerk
DVR000002578|False|Tijdelijke inschrijving bij het ziekenfonds voor wie verblijft in België|893|Tijdelijke inschrijving bij het ziekenfonds voor wie verblijft in België
DVR000002579|False|Zorgforfait voor chronisch zieken|894|"Zorgforfait voor chronisch zieken	"
DVR000002580|False|Burenbemiddeling|897|Burenbemiddeling
DVR000002581|False|Gratis energiescan|898|Gratis energiescan
DVR000002582|False|Gezinsvakantie|899|Gezinsvakantie
DVR000002583|False|Advies om de toegankelijkheid van een woning voor ouderen te verbeteren|900|Advies om de toegankelijkheid van een woning voor ouderen te verbeteren
DVR000002584|False|Sociale samenhang - Buurthuis|901|Sociale samenhang - Buurthuis
DVR000002585|False|Ontlenen van taalstimulerend materiaal bij de Taal-o-theek|902|Ontlenen van taalstimulerend materiaal bij de Taal-o-theek
DVR000002586|False|Dringend ziekenvervoer|903|Dringend ziekenvervoer
DVR000002587|False|Financiële tegemoetkoming voor incontinentiemateriaal|904|Financiële tegemoetkoming voor incontinentiemateriaal
DVR000002588|False|Gemeentelijke tussenkomst bij de aankoop van een Buzzy Pazz bij De Lijn|906|Gemeentelijke tussenkomst bij de aankoop van een Buzzy Pazz bij De Lijn
DVR000002589|False|Gemeentelijke aanpassingspremie voor personen met een handicap|907|Gemeentelijke aanpassingspremie voor personen met een handicap
DVR000002590|False|Boodschappendienst met dienstencheques|908|Boodschappendienst met dienstencheques
DVR000002591|False|Hulp bij verplaatsing met dienstencheques|909|Hulp bij verplaatsing met dienstencheques
DVR000002592|False|Europees rijbewijs|925|Europees rijbewijs
DVR000002593|False|Aangifte van een adreswijziging bij uw stad of gemeente|926|Aangifte van een adreswijziging bij uw stad of gemeente
DVR000002594|False|Een stookolietank buiten gebruik stellen|927|Een stookolietank buiten gebruik stellen
DVR000002595|False|Zorgwonen|934|Zorgwonen
DVR000002596|False|Huur van een sociale woning bij het Vlaams Woningfonds|936|Huur van een sociale woning bij het Vlaams Woningfonds
DVR000002597|False|Sociale lening bij een erkende kredietmaatschappij|937|Sociale lening bij een erkende kredietmaatschappij
DVR000002598|False|Premies voor sociale isolatieprojecten voor huurwoningen|938|Premies voor sociale isolatieprojecten voor huurwoningen
DVR000002599|False|E-peilpremie voor energiezuinige nieuwbouw|939|E-peilpremie voor energiezuinige nieuwbouw
DVR000002600|False|Uittreksel uit het strafregister|940|Uittreksel uit het strafregister
DVR000002601|False|Combinatiepremie voor gelijktijdige investering in raamvervanging en muurisolatie|941|Combinatiepremie voor gelijktijdige investering in raamvervanging en muurisolatie
DVR000002602|False|Machtiging tot het uitoefenen van ambulante activiteiten (leurkaart)|942|Machtiging tot het uitoefenen van ambulante activiteiten (leurkaart)
DVR000002603|False|Subsidie voor de huur van niet-gemeentelijke sportzalen|943|Subsidie voor de huur van niet-gemeentelijke sportzalen
DVR000002604|False|Subsidie voor de (her)aanleg van sportvelden of het (ver)bouwen van sportinfrastructuur|944|Subsidie voor de (her)aanleg van sportvelden of het (ver)bouwen van sportinfrastructuur
DVR000002605|False|Sportkamp|945|Sportkamp
DVR000002606|False|Subsidie voor meer en betere sportgekwalificeerde jeugdsportwerkers|946|Subsidie voor meer en betere sportgekwalificeerde jeugdsportwerkers
DVR000002607|False|Een speelstraat organiseren|947|Een speelstraat organiseren
DVR000002608|False|Kampvervoer voor jeugdverenigingen|948|Kampvervoer voor jeugdverenigingen
DVR000002609|False|Belgisch paspoort|949|Belgisch paspoort
DVR000002610|False|Huurgarantiefonds voor verhuurders|950|Huurgarantiefonds voor verhuurders
DVR000002611|False|Subsidie voor bewoonde zwaluwnesten|951|Subsidie voor bewoonde zwaluwnesten
DVR000002612|False|Subsidie voor een compostvat, compostbak of wormenbak|952|Subsidie voor een compostvat, compostbak of wormenbak
DVR000002613|False|Subsidie voor de aanleg en het beheer van kleine landschapselementen|953|Subsidie voor de aanleg en het beheer van kleine landschapselementen
DVR000002614|False|Signalisatievergunning|955|Signalisatievergunning
DVR000002615|False|Advies van de Lokale Adviescommissie (LAC) over afsluiting of heraansluiting van elektriciteit, aardgas of water|956|Advies van de Lokale Adviescommissie (LAC) over afsluiting of heraansluiting van elektriciteit, aardgas of water
DVR000002616|False|Vlaamse Kredietbemiddelaar|957|Vlaamse Kredietbemiddelaar
DVR000002617|False|Premie voor buitensporige directe kost bij verplicht archeologisch onderzoek|959|Premie voor buitensporige directe kost bij verplicht archeologisch onderzoek
DVR000002618|False|Beroepskaart voor vreemdelingen|961|Beroepskaart voor vreemdelingen
DVR000002619|False|Starteo, een voordelige lening voor startende zelfstandigen en kleine ondernemingen|962|Starteo, een voordelige lening voor startende zelfstandigen en kleine ondernemingen
DVR000002620|False|Business Angels+lening (BA+lening)|963|Business Angels+lening (BA+lening)
DVR000002621|False|Startlening+|"
 964  "|#N/A
DVR000002622|False|Optimeo, een voordelige lening voor zelfstandigen en kleine ondernemingen die hun zaak willen uitbreiden|965|Optimeo, een voordelige lening voor zelfstandigen en kleine ondernemingen die hun zaak willen uitbreiden
DVR000002623|False|Getuigschrift van vakbekwaam slachten|967|Getuigschrift van vakbekwaam slachten
DVR000002624|False|Vergunning voor commercieel vervoer van dieren|968|Vergunning voor commercieel vervoer van dieren
DVR000002625|False|Keuring vervoermiddel bij commercieel vervoer van dieren|969|Keuring vervoermiddel bij commercieel vervoer van dieren
DVR000002626|False|Getuigschrift van vakbekwaamheid bij commercieel vervoer van dieren|970|Getuigschrift van vakbekwaamheid bij commercieel vervoer van dieren
DVR000002627|False|Erkenning als dierentuin|971|Erkenning als dierentuin
DVR000002628|False|Erkenning als hondenkwekerij, kattenkwekerij, dierenasiel, dierenpension of handelszaak voor dieren|972|Erkenning als hondenkwekerij, kattenkwekerij, dierenasiel, dierenpension of handelszaak voor dieren
DVR000002629|False|Erkenning als proefdierlabo of als fokker van proefdieren|973|Erkenning als proefdierlabo of als fokker van proefdieren
DVR000002630|False|Melden van verwaarloosde of mishandelde dieren|974|Melden van verwaarloosde of mishandelde dieren
DVR000002631|False|Hondenpaspoort en registratiebewijs voor een hond|975|Hondenpaspoort en registratiebewijs voor een hond
DVR000002632|False|Vergunning voor het plaatsen van een strandcabine|976|Vergunning voor het plaatsen van een strandcabine
DVR000002633|False|Advies over brandpreventie in uw woning|984|Advies over brandpreventie in uw woning
DVR000002634|False|Gratis internet in de bibliotheek|989|Gratis internet in de bibliotheek
DVR000002635|False|Aangifte van een verhuis naar het buitenland|991|Aangifte van een verhuis naar het buitenland
DVR000002636|False|Aanvraag van een stage|992|Aanvraag van een stage
DVR000002637|False|Huren van een parkeerplaats op een binnenkoer|993|Huren van een parkeerplaats op een binnenkoer
DVR000002638|False|Gratis optreden op uw buurtfeest|994|Gratis optreden op uw buurtfeest
DVR000002639|False|Subsidie voor het organiseren van een buurtfeest|995|Subsidie voor het organiseren van een buurtfeest
DVR000002640|False|Projectsubsidie voor een duurzaam artistiek initiatief|996|Projectsubsidie voor een duurzaam artistiek initiatief
